,0,1,2,3,4,5,6,7,8,Time,Event,hr
0,0.39293838,-0.42772132,-0.5462971,0.102629535,0.43893793,-0.15378708,0.9615284,0.36965948,-0.038136195,2.3341186,1,0.10562873
1,-0.21576497,-0.31364396,0.45809942,-0.122855514,-0.8806442,-0.20391148,0.4759908,-0.63501656,-0.6490965,54.76452,1,0.2713322
2,0.063102745,0.063655175,0.26880193,0.69886357,0.44891065,0.22204702,0.44488677,-0.35408217,-0.27642268,68.77672,1,0.43469852
3,-0.54347354,-0.4125719,0.26195225,-0.8157901,-0.13259766,-0.13827448,-0.012629805,-0.14833942,-0.37547755,48.629982,1,0.025766987
4,-0.14729738,0.78677833,0.88832,0.0036733518,0.24790591,-0.7687632,-0.36542904,-0.17034757,0.73261833,29.940586,1,-0.054955516
5,-0.49908927,-0.03393147,0.9711196,0.03897024,0.22578906,-0.7587427,0.6526816,0.20612025,0.090136014,89.0386,1,0.17281179
6,-0.31447232,-0.3917584,-0.16595557,0.36260152,0.7509137,0.020844676,0.33862758,0.17187311,0.249807,31.379063,1,0.1710288
7,0.3493781,0.6846849,-0.83361,0.5273657,-0.51266724,-0.6115541,0.14491391,-0.808575,0.77065367,40.25712,1,-0.03477623
8,0.25449795,0.44683272,-0.9677416,0.18886375,0.113570385,-0.6820807,-0.693859,0.39105907,-0.36246714,60.881348,1,0.16105607
9,0.38394058,0.108766496,-0.22209886,0.85026497,0.68334,-0.28520486,-0.91281706,-0.39046386,-0.20362863,0.35630438,1,0.256693
10,0.40991765,0.990717,-0.28817028,0.52509564,0.18635383,0.3834036,-0.6977451,-0.20224741,-0.5182882,68.83764,1,-0.17784391
11,-0.31308797,0.026256308,0.3332491,-0.78818303,-0.7382101,-0.35603878,0.32312867,0.6930125,0.10651469,14.471673,1,0.32156274
12,0.708905,-0.23032437,-0.3664242,-0.29147065,-0.6578363,0.6582253,-0.3226583,0.10474015,0.15710294,44.830986,1,-0.019239333
13,0.043066118,-0.9946239,0.9766908,0.81068313,-0.5847283,-0.41502118,0.040020306,0.80382276,0.9672618,26.946692,1,-0.15191425
14,-0.48491588,0.1287181,0.6139374,-0.21125989,0.46214607,-0.677862,0.20139714,0.7317289,0.9670432,13.913021,1,0.17157793
15,-0.8412684,-0.14330545,-0.5909143,-0.09872702,0.09552714,-0.81334656,-0.40627846,0.85516846,0.13800746,33.392956,1,-0.08586808
16,-0.085176006,0.507052,0.4837243,-0.9028419,0.4173948,0.6784867,-0.66812426,0.56199586,-0.42692676,3.964557,1,0.1611149
